															
		Database													
96	075	Graveler: (Alolan)	ROCK	ELECTRIC	KANTO	ALOLA	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE	BOTH	https://images.weserv.nl/?dpr=1.5&w=200&il&url=https://raw.githubusercontent.com/PokeMiners/pogo_assets/master/Images/Pokemon%20-%20256x256/pokemon_icon_075_61.png	89
97	076	Golem	ROCK	GROUND	KANTO		TRUE	TRUE	TRUE	FALSE	TRUE	TRUE	BOTH	https://images.weserv.nl/?dpr=1.5&w=200&il&url=https://raw.githubusercontent.com/PokeMiners/pogo_assets/master/Images/Pokemon%20-%20256x256/pokemon_icon_076_00.png	90
98	076	Golem: (Alolan)	ROCK	ELECTRIC	KANTO	ALOLA	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE	BOTH	https://images.weserv.nl/?dpr=1.5&w=200&il&url=https://raw.githubusercontent.com/PokeMiners/pogo_assets/master/Images/Pokemon%20-%20256x256/pokemon_icon_076_61.png	91
99	077	Ponyta	FIRE		KANTO		TRUE	TRUE	TRUE	FALSE	TRUE	TRUE	BOTH	https://images.weserv.nl/?dpr=1.5&w=200&il&url=https://raw.githubusercontent.com/PokeMiners/pogo_assets/master/Images/Pokemon%20-%20256x256/pokemon_icon_077_00.png	92
100	077	Ponyta: (Galarian)	PSYCHIC		KANTO	GALAR	TRUE	TRUE	FALSE	FALSE	TRUE	TRUE	BOTH	https://images.weserv.nl/?dpr=1.5&w=200&il&url=https://raw.githubusercontent.com/PokeMiners/pogo_assets/master/Images/Pokemon%20-%20256x256/pokemon_icon_077_31.png	93
101	078	Rapidash	FIRE		KANTO		TRUE	TRUE	TRUE	FALSE	TRUE	TRUE	BOTH	https://images.weserv.nl/?dpr=1.5&w=200&il&url=https://raw.githubusercontent.com/PokeMiners/pogo_assets/master/Images/Pokemon%20-%20256x256/pokemon_icon_078_00.png	94
102	078	Rapidash: (Galarian)	PSYCHIC	FAIRY	KANTO	GALAR	TRUE	TRUE	FALSE	FALSE	TRUE	TRUE	BOTH	https://images.weserv.nl/?dpr=1.5&w=200&il&url=https://raw.githubusercontent.com/PokeMiners/pogo_assets/master/Images/Pokemon%20-%20256x256/pokemon_icon_078_31.png	95
103	079	Slowpoke	PSYCHIC	WATER	KANTO		TRUE	TRUE	TRUE	FALSE	TRUE	TRUE	BOTH	https://images.weserv.nl/?dpr=1.5&w=200&il&url=https://raw.githubusercontent.com/PokeMiners/pogo_assets/master/Images/Pokemon%20-%20256x256/pokemon_icon_079_00.png	96
104	079	Slowpoke: (Galarian)	PSYCHIC		KANTO	GALAR	FALSE	TRUE	FALSE	FALSE	TRUE	TRUE	BOTH	https://images.weserv.nl/?dpr=1.5&w=200&il&url=https://raw.githubusercontent.com/PokeMiners/pogo_assets/master/Images/Pokemon%20-%20256x256/pokemon_icon_079_31.png	10000
105	080	Slowbro	PSYCHIC	WATER	KANTO		TRUE	TRUE	TRUE	FALSE	TRUE	TRUE	BOTH	https://images.weserv.nl/?dpr=1.5&w=200&il&url=https://raw.githubusercontent.com/PokeMiners/pogo_assets/master/Images/Pokemon%20-%20256x256/pokemon_icon_080_00.png	97
106	080	Slowbro: (Mega Slowbro)	PSYCHIC	WATER	KANTO	MEGA	FALSE	FALSE	TRUE	FALSE	TRUE	TRUE	BOTH		10000
107	080	Slowbro: (Galarian)	PSYCHIC	POISON	KANTO	GALAR	FALSE	TRUE	FALSE	FALSE	TRUE	TRUE	BOTH	https://serebii.net/pokemongo/pokemon/080-g.png	10000
108	081	Magnemite	ELECTRIC	STEEL	KANTO		TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	GENDERLESS	https://images.weserv.nl/?dpr=1.5&w=200&il&url=https://raw.githubusercontent.com/PokeMiners/pogo_assets/master/Images/Pokemon%20-%20256x256/pokemon_icon_081_00.png	98
109	082	Magneton	ELECTRIC	STEEL	KANTO		TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	GENDERLESS	https://images.weserv.nl/?dpr=1.5&w=200&il&url=https://raw.githubusercontent.com/PokeMiners/pogo_assets/master/Images/Pokemon%20-%20256x256/pokemon_icon_082_00.png	99
110	083	Farfetch'd	NORMAL	FLYING	KANTO		TRUE	TRUE	TRUE	FALSE	TRUE	TRUE	BOTH	https://images.weserv.nl/?dpr=1.5&w=200&il&url=https://raw.githubusercontent.com/PokeMiners/pogo_assets/master/Images/Pokemon%20-%20256x256/pokemon_icon_083_00.png	100
111	083	Farfetch'd: (Galarian)	FIGHTING		KANTO	GALAR	TRUE	TRUE	FALSE	FALSE	TRUE	TRUE	BOTH	https://images.weserv.nl/?dpr=1.5&w=200&il&url=https://raw.githubusercontent.com/PokeMiners/pogo_assets/master/Images/Pokemon%20-%20256x256/pokemon_icon_083_31.png	101
112	084	Doduo	NORMAL	FLYING	KANTO		TRUE	TRUE	TRUE	FALSE	TRUE	TRUE	BOTH	https://images.weserv.nl/?dpr=1.5&w=200&il&url=https://raw.githubusercontent.com/PokeMiners/pogo_assets/master/Images/Pokemon%20-%20256x256/pokemon_icon_084_00.png	102
113	085	Dodrio	NORMAL	FLYING	KANTO		TRUE	TRUE	TRUE	FALSE	TRUE	TRUE	BOTH	https://images.weserv.nl/?dpr=1.5&w=200&il&url=https://raw.githubusercontent.com/PokeMiners/pogo_assets/master/Images/Pokemon%20-%20256x256/pokemon_icon_085_00.png	103
114	086	Seel	WATER		KANTO		TRUE	TRUE	TRUE	FALSE	TRUE	TRUE	BOTH	https://images.weserv.nl/?dpr=1.5&w=200&il&url=https://raw.githubusercontent.com/PokeMiners/pogo_assets/master/Images/Pokemon%20-%20256x256/pokemon_icon_086_00.png	104
115	087	Dewgong	WATER	ICE	KANTO		TRUE	TRUE	TRUE	FALSE	TRUE	TRUE	BOTH	https://images.weserv.nl/?dpr=1.5&w=200&il&url=https://raw.githubusercontent.com/PokeMiners/pogo_assets/master/Images/Pokemon%20-%20256x256/pokemon_icon_087_00.png	105
116	088	Grimer	POISON		KANTO		TRUE	TRUE	TRUE	FALSE	TRUE	TRUE	BOTH	https://images.weserv.nl/?dpr=1.5&w=200&il&url=https://raw.githubusercontent.com/PokeMiners/pogo_assets/master/Images/Pokemon%20-%20256x256/pokemon_icon_088_00.png	106
117	088	Grimer: (Alolan)	POISON	DARK	KANTO	ALOLA	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE	BOTH	https://images.weserv.nl/?dpr=1.5&w=200&il&url=https://raw.githubusercontent.com/PokeMiners/pogo_assets/master/Images/Pokemon%20-%20256x256/pokemon_icon_088_61.png	107
118	089	Muk	POISON		KANTO		TRUE	TRUE	TRUE	FALSE	TRUE	TRUE	BOTH	https://images.weserv.nl/?dpr=1.5&w=200&il&url=https://raw.githubusercontent.com/PokeMiners/pogo_assets/master/Images/Pokemon%20-%20256x256/pokemon_icon_089_00.png	108
119	089	Muk: (Alolan)	POISON	DARK	KANTO	ALOLA	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE	BOTH	https://images.weserv.nl/?dpr=1.5&w=200&il&url=https://raw.githubusercontent.com/PokeMiners/pogo_assets/master/Images/Pokemon%20-%20256x256/pokemon_icon_089_61.png	109
120	090	Shellder	WATER		KANTO		TRUE	TRUE	TRUE	FALSE	TRUE	TRUE	BOTH	https://images.weserv.nl/?dpr=1.5&w=200&il&url=https://raw.githubusercontent.com/PokeMiners/pogo_assets/master/Images/Pokemon%20-%20256x256/pokemon_icon_090_00.png	110
121	091	Cloyster	WATER	ICE	KANTO		TRUE	TRUE	TRUE	FALSE	TRUE	TRUE	BOTH	https://images.weserv.nl/?dpr=1.5&w=200&il&url=https://raw.githubusercontent.com/PokeMiners/pogo_assets/master/Images/Pokemon%20-%20256x256/pokemon_icon_091_00.png	111
122	092	Gastly	GHOST	POISON	KANTO		TRUE	TRUE	TRUE	FALSE	TRUE	TRUE	BOTH	https://images.weserv.nl/?dpr=1.5&w=200&il&url=https://raw.githubusercontent.com/PokeMiners/pogo_assets/master/Images/Pokemon%20-%20256x256/pokemon_icon_092_00.png	112
123	093	Haunter	GHOST	POISON	KANTO		TRUE	TRUE	TRUE	FALSE	TRUE	TRUE	BOTH	https://images.weserv.nl/?dpr=1.5&w=200&il&url=https://raw.githubusercontent.com/PokeMiners/pogo_assets/master/Images/Pokemon%20-%20256x256/pokemon_icon_093_00.png	113
124	094	Gengar	GHOST	POISON	KANTO	COSTUME	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE	BOTH	https://images.weserv.nl/?dpr=1.5&w=200&il&url=https://raw.githubusercontent.com/PokeMiners/pogo_assets/master/Images/Pokemon%20-%20256x256/pokemon_icon_094_00.png	114
125	094	Gengar: (Mega Gengar)	GHOST	POISON	KANTO	MEGA	TRUE	FALSE	TRUE	FALSE	TRUE	TRUE	BOTH		10000
126	095	Onix	ROCK	GROUND	KANTO		TRUE	TRUE	TRUE	FALSE	TRUE	TRUE	BOTH	https://images.weserv.nl/?dpr=1.5&w=200&il&url=https://raw.githubusercontent.com/PokeMiners/pogo_assets/master/Images/Pokemon%20-%20256x256/pokemon_icon_095_00.png	115
127	096	Drowzee	PSYCHIC		KANTO		TRUE	TRUE	TRUE	FALSE	TRUE	TRUE	BOTH	https://images.weserv.nl/?dpr=1.5&w=200&il&url=https://raw.githubusercontent.com/PokeMiners/pogo_assets/master/Images/Pokemon%20-%20256x256/pokemon_icon_096_00.png	116
128	097	Hypno	PSYCHIC		KANTO		TRUE	TRUE	TRUE	FALSE	TRUE	TRUE	BOTH	https://images.weserv.nl/?dpr=1.5&w=200&il&url=https://raw.githubusercontent.com/PokeMiners/pogo_assets/master/Images/Pokemon%20-%20256x256/pokemon_icon_097_00.png	117
129	098	Krabby	WATER		KANTO		TRUE	TRUE	TRUE	FALSE	TRUE	TRUE	BOTH	https://images.weserv.nl/?dpr=1.5&w=200&il&url=https://raw.githubusercontent.com/PokeMiners/pogo_assets/master/Images/Pokemon%20-%20256x256/pokemon_icon_098_00.png	118
130	099	Kingler	WATER		KANTO		TRUE	TRUE	TRUE	FALSE	TRUE	TRUE	BOTH	https://images.weserv.nl/?dpr=1.5&w=200&il&url=https://raw.githubusercontent.com/PokeMiners/pogo_assets/master/Images/Pokemon%20-%20256x256/pokemon_icon_099_00.png	119
131	100	Voltorb	ELECTRIC		KANTO		TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	GENDERLESS	https://images.weserv.nl/?dpr=1.5&w=200&il&url=https://raw.githubusercontent.com/PokeMiners/pogo_assets/master/Images/Pokemon%20-%20256x256/pokemon_icon_100_00.png	120
132	101	Electrode	ELECTRIC		KANTO		TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	GENDERLESS	https://images.weserv.nl/?dpr=1.5&w=200&il&url=https://raw.githubusercontent.com/PokeMiners/pogo_assets/master/Images/Pokemon%20-%20256x256/pokemon_icon_101_00.png	121
133	102	Exeggcute	GRASS	PSYCHIC	KANTO		TRUE	TRUE	TRUE	FALSE	TRUE	TRUE	BOTH	https://images.weserv.nl/?dpr=1.5&w=200&il&url=https://raw.githubusercontent.com/PokeMiners/pogo_assets/master/Images/Pokemon%20-%20256x256/pokemon_icon_102_00.png	122
134	103	Exeggutor	GRASS	PSYCHIC	KANTO		TRUE	TRUE	TRUE	FALSE	TRUE	TRUE	BOTH	https://images.weserv.nl/?dpr=1.5&w=200&il&url=https://raw.githubusercontent.com/PokeMiners/pogo_assets/master/Images/Pokemon%20-%20256x256/pokemon_icon_103_00.png	123
135	103	Exeggutor: (Alolan)	GRASS	DRAGON	KANTO	ALOLA	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE	BOTH	https://images.weserv.nl/?dpr=1.5&w=200&il&url=https://raw.githubusercontent.com/PokeMiners/pogo_assets/master/Images/Pokemon%20-%20256x256/pokemon_icon_103_61.png	124
136	104	Cubone	GROUND		KANTO		TRUE	TRUE	TRUE	FALSE	TRUE	TRUE	BOTH	https://images.weserv.nl/?dpr=1.5&w=200&il&url=https://raw.githubusercontent.com/PokeMiners/pogo_assets/master/Images/Pokemon%20-%20256x256/pokemon_icon_104_00.png	125
137	105	Marowak	GROUND		KANTO		TRUE	TRUE	TRUE	FALSE	TRUE	TRUE	BOTH	https://images.weserv.nl/?dpr=1.5&w=200&il&url=https://raw.githubusercontent.com/PokeMiners/pogo_assets/master/Images/Pokemon%20-%20256x256/pokemon_icon_105_00.png	126
138	105	Marowak: (Alolan)	FIRE	GHOST	KANTO	ALOLA	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE	BOTH	https://images.weserv.nl/?dpr=1.5&w=200&il&url=https://raw.githubusercontent.com/PokeMiners/pogo_assets/master/Images/Pokemon%20-%20256x256/pokemon_icon_105_61.png	127
139	106	Hitmonlee	FIGHTING		KANTO		TRUE	TRUE	TRUE	FALSE	TRUE	FALSE	MALE ONLY	https://images.weserv.nl/?dpr=1.5&w=200&il&url=https://raw.githubusercontent.com/PokeMiners/pogo_assets/master/Images/Pokemon%20-%20256x256/pokemon_icon_106_00.png	128
140	107	Hitmonchan	FIGHTING		KANTO		TRUE	TRUE	TRUE	FALSE	TRUE	FALSE	MALE ONLY	https://images.weserv.nl/?dpr=1.5&w=200&il&url=https://raw.githubusercontent.com/PokeMiners/pogo_assets/master/Images/Pokemon%20-%20256x256/pokemon_icon_107_00.png	129
141	108	Lickitung	NORMAL		KANTO		TRUE	TRUE	TRUE	FALSE	TRUE	TRUE	BOTH	https://images.weserv.nl/?dpr=1.5&w=200&il&url=https://raw.githubusercontent.com/PokeMiners/pogo_assets/master/Images/Pokemon%20-%20256x256/pokemon_icon_108_00.png	130
142	109	Koffing	POISON		KANTO		TRUE	TRUE	TRUE	FALSE	TRUE	TRUE	BOTH	https://images.weserv.nl/?dpr=1.5&w=200&il&url=https://raw.githubusercontent.com/PokeMiners/pogo_assets/master/Images/Pokemon%20-%20256x256/pokemon_icon_109_00.png	131
143	110	Weezing	POISON		KANTO		TRUE	TRUE	TRUE	FALSE	TRUE	TRUE	BOTH	https://images.weserv.nl/?dpr=1.5&w=200&il&url=https://raw.githubusercontent.com/PokeMiners/pogo_assets/master/Images/Pokemon%20-%20256x256/pokemon_icon_110_00.png	132
144	110	Weezing: (Galarian)	POISON	FAIRY	KANTO	GALAR	TRUE	TRUE	FALSE	FALSE	TRUE	TRUE	BOTH	https://images.weserv.nl/?dpr=1.5&w=200&il&url=https://raw.githubusercontent.com/PokeMiners/pogo_assets/master/Images/Pokemon%20-%20256x256/pokemon_icon_110_31.png	133
145	111	Rhyhorn	GROUND	ROCK	KANTO		TRUE	TRUE	TRUE	FALSE	TRUE	TRUE	BOTH	https://images.weserv.nl/?dpr=1.5&w=200&il&url=https://raw.githubusercontent.com/PokeMiners/pogo_assets/master/Images/Pokemon%20-%20256x256/pokemon_icon_111_00.png	134
146	112	Rhydon	GROUND	ROCK	KANTO		TRUE	TRUE	TRUE	FALSE	TRUE	TRUE	BOTH	https://images.weserv.nl/?dpr=1.5&w=200&il&url=https://raw.githubusercontent.com/PokeMiners/pogo_assets/master/Images/Pokemon%20-%20256x256/pokemon_icon_112_00.png	135
147	113	Chansey	NORMAL		KANTO	COSTUME	TRUE	TRUE	TRUE	FALSE	FALSE	TRUE	FEMALE ONLY	https://images.weserv.nl/?dpr=1.5&w=200&il&url=https://raw.githubusercontent.com/PokeMiners/pogo_assets/master/Images/Pokemon%20-%20256x256/pokemon_icon_113_00.png	136
148	114	Tangela	GRASS		KANTO		TRUE	TRUE	TRUE	FALSE	TRUE	TRUE	BOTH	https://images.weserv.nl/?dpr=1.5&w=200&il&url=https://raw.githubusercontent.com/PokeMiners/pogo_assets/master/Images/Pokemon%20-%20256x256/pokemon_icon_114_00.png	137
149	115	Kangaskhan	NORMAL		KANTO		TRUE	TRUE	TRUE	FALSE	FALSE	TRUE	FEMALE ONLY	https://images.weserv.nl/?dpr=1.5&w=200&il&url=https://raw.githubusercontent.com/PokeMiners/pogo_assets/master/Images/Pokemon%20-%20256x256/pokemon_icon_115_00.png	138
150	115	Kangaskhan: (Mega Kangaskhan)	NORMAL		KANTO	MEGA	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE	FEMALE ONLY		10000
151	116	Horsea	WATER		KANTO		TRUE	TRUE	TRUE	FALSE	TRUE	TRUE	BOTH	https://images.weserv.nl/?dpr=1.5&w=200&il&url=https://raw.githubusercontent.com/PokeMiners/pogo_assets/master/Images/Pokemon%20-%20256x256/pokemon_icon_116_00.png	139
152	117	Seadra	WATER		KANTO		TRUE	TRUE	TRUE	FALSE	TRUE	TRUE	BOTH	https://images.weserv.nl/?dpr=1.5&w=200&il&url=https://raw.githubusercontent.com/PokeMiners/pogo_assets/master/Images/Pokemon%20-%20256x256/pokemon_icon_117_00.png	140
153	118	Goldeen	WATER		KANTO		TRUE	TRUE	TRUE	FALSE	TRUE	TRUE	BOTH	https://images.weserv.nl/?dpr=1.5&w=200&il&url=https://raw.githubusercontent.com/PokeMiners/pogo_assets/master/Images/Pokemon%20-%20256x256/pokemon_icon_118_00.png	141
154	119	Seaking	WATER		KANTO		TRUE	TRUE	TRUE	FALSE	TRUE	TRUE	BOTH	https://images.weserv.nl/?dpr=1.5&w=200&il&url=https://raw.githubusercontent.com/PokeMiners/pogo_assets/master/Images/Pokemon%20-%20256x256/pokemon_icon_119_00.png	142
155	120	Staryu	WATER		KANTO		TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	GENDERLESS	https://images.weserv.nl/?dpr=1.5&w=200&il&url=https://raw.githubusercontent.com/PokeMiners/pogo_assets/master/Images/Pokemon%20-%20256x256/pokemon_icon_120_00.png	143
156	121	Starmie	WATER	PSYCHIC	KANTO		TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	GENDERLESS	https://images.weserv.nl/?dpr=1.5&w=200&il&url=https://raw.githubusercontent.com/PokeMiners/pogo_assets/master/Images/Pokemon%20-%20256x256/pokemon_icon_121_00.png	144
157	122	Mr. Mime	PSYCHIC	FAIRY	KANTO		TRUE	TRUE	TRUE	FALSE	TRUE	TRUE	BOTH	https://images.weserv.nl/?dpr=1.5&w=200&il&url=https://raw.githubusercontent.com/PokeMiners/pogo_assets/master/Images/Pokemon%20-%20256x256/pokemon_icon_122_00.png	145
158	122	Mr. Mime: (Galarian)	PSYCHIC	ICE	KANTO	GALAR	TRUE	TRUE	FALSE	FALSE	TRUE	TRUE	BOTH	https://images.weserv.nl/?dpr=1.5&w=200&il&url=https://raw.githubusercontent.com/PokeMiners/pogo_assets/master/Images/Pokemon%20-%20256x256/pokemon_icon_122_31.png	146
159	123	Scyther	BUG	FLYING	KANTO		TRUE	TRUE	TRUE	FALSE	TRUE	TRUE	BOTH	https://images.weserv.nl/?dpr=1.5&w=200&il&url=https://raw.githubusercontent.com/PokeMiners/pogo_assets/master/Images/Pokemon%20-%20256x256/pokemon_icon_123_00.png	147
160	124	Jynx	ICE	PSYCHIC	KANTO		TRUE	TRUE	TRUE	FALSE	FALSE	TRUE	FEMALE ONLY	https://images.weserv.nl/?dpr=1.5&w=200&il&url=https://raw.githubusercontent.com/PokeMiners/pogo_assets/master/Images/Pokemon%20-%20256x256/pokemon_icon_124_00.png	148
161	125	Electabuzz	ELECTRIC		KANTO		TRUE	TRUE	TRUE	FALSE	TRUE	TRUE	BOTH	https://images.weserv.nl/?dpr=1.5&w=200&il&url=https://raw.githubusercontent.com/PokeMiners/pogo_assets/master/Images/Pokemon%20-%20256x256/pokemon_icon_125_00.png	149
162	126	Magmar	FIRE		KANTO		TRUE	TRUE	TRUE	FALSE	TRUE	TRUE	BOTH	https://images.weserv.nl/?dpr=1.5&w=200&il&url=https://raw.githubusercontent.com/PokeMiners/pogo_assets/master/Images/Pokemon%20-%20256x256/pokemon_icon_126_00.png	150
163	127	Pinsir	BUG		KANTO		TRUE	TRUE	TRUE	FALSE	TRUE	TRUE	BOTH	https://images.weserv.nl/?dpr=1.5&w=200&il&url=https://raw.githubusercontent.com/PokeMiners/pogo_assets/master/Images/Pokemon%20-%20256x256/pokemon_icon_127_00.png	151
164	127	Pinsir: (Mega Pinsir)	BUG	FLYING	KANTO	MEGA	FALSE	FALSE	TRUE	FALSE	TRUE	TRUE	BOTH		10000
165	128	Tauros	NORMAL		KANTO		TRUE	TRUE	TRUE	FALSE	TRUE	FALSE	MALE ONLY	https://images.weserv.nl/?dpr=1.5&w=200&il&url=https://raw.githubusercontent.com/PokeMiners/pogo_assets/master/Images/Pokemon%20-%20256x256/pokemon_icon_128_00.png	152
166	129	Magikarp	WATER		KANTO		TRUE	TRUE	TRUE	FALSE	TRUE	TRUE	BOTH	https://images.weserv.nl/?dpr=1.5&w=200&il&url=https://raw.githubusercontent.com/PokeMiners/pogo_assets/master/Images/Pokemon%20-%20256x256/pokemon_icon_129_00.png	153
167	130	Gyarados	WATER	FLYING	KANTO		TRUE	TRUE	TRUE	FALSE	TRUE	TRUE	BOTH	https://images.weserv.nl/?dpr=1.5&w=200&il&url=https://raw.githubusercontent.com/PokeMiners/pogo_assets/master/Images/Pokemon%20-%20256x256/pokemon_icon_130_00.png	154
168	130	Gyarados: (Mega Gyarados)	WATER	DARK	KANTO	MEGA	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE	BOTH		10000
169	131	Lapras	WATER	ICE	KANTO		TRUE	TRUE	TRUE	FALSE	TRUE	TRUE	BOTH	https://images.weserv.nl/?dpr=1.5&w=200&il&url=https://raw.githubusercontent.com/PokeMiners/pogo_assets/master/Images/Pokemon%20-%20256x256/pokemon_icon_131_00.png	155
170	132	Ditto	NORMAL		KANTO		TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	GENDERLESS	https://images.weserv.nl/?dpr=1.5&w=200&il&url=https://raw.githubusercontent.com/PokeMiners/pogo_assets/master/Images/Pokemon%20-%20256x256/pokemon_icon_132_00.png	156
171	133	Eevee	NORMAL		KANTO	COSTUME	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE	BOTH	https://images.weserv.nl/?dpr=1.5&w=200&il&url=https://raw.githubusercontent.com/PokeMiners/pogo_assets/master/Images/Pokemon%20-%20256x256/pokemon_icon_133_00.png	157
172	134	Vaporeon	WATER		KANTO	COSTUME	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE	BOTH	https://images.weserv.nl/?dpr=1.5&w=200&il&url=https://raw.githubusercontent.com/PokeMiners/pogo_assets/master/Images/Pokemon%20-%20256x256/pokemon_icon_134_00.png	158
173	135	Jolteon	ELECTRIC		KANTO	COSTUME	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE	BOTH	https://images.weserv.nl/?dpr=1.5&w=200&il&url=https://raw.githubusercontent.com/PokeMiners/pogo_assets/master/Images/Pokemon%20-%20256x256/pokemon_icon_135_00.png	159
174	136	Flareon	FIRE		KANTO	COSTUME	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE	BOTH	https://images.weserv.nl/?dpr=1.5&w=200&il&url=https://raw.githubusercontent.com/PokeMiners/pogo_assets/master/Images/Pokemon%20-%20256x256/pokemon_icon_136_00.png	160
175	137	Porygon	NORMAL		KANTO		TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	GENDERLESS	https://images.weserv.nl/?dpr=1.5&w=200&il&url=https://raw.githubusercontent.com/PokeMiners/pogo_assets/master/Images/Pokemon%20-%20256x256/pokemon_icon_137_00.png	161
176	138	Omanyte	ROCK	WATER	KANTO		TRUE	TRUE	TRUE	FALSE	TRUE	TRUE	BOTH	https://images.weserv.nl/?dpr=1.5&w=200&il&url=https://raw.githubusercontent.com/PokeMiners/pogo_assets/master/Images/Pokemon%20-%20256x256/pokemon_icon_138_00.png	162
177	139	Omastar	ROCK	WATER	KANTO		TRUE	TRUE	TRUE	FALSE	TRUE	TRUE	BOTH	https://images.weserv.nl/?dpr=1.5&w=200&il&url=https://raw.githubusercontent.com/PokeMiners/pogo_assets/master/Images/Pokemon%20-%20256x256/pokemon_icon_139_00.png	163
178	140	Kabuto	ROCK	WATER	KANTO		TRUE	TRUE	TRUE	FALSE	TRUE	TRUE	BOTH	https://images.weserv.nl/?dpr=1.5&w=200&il&url=https://raw.githubusercontent.com/PokeMiners/pogo_assets/master/Images/Pokemon%20-%20256x256/pokemon_icon_140_00.png	164
179	141	Kabutops	ROCK	WATER	KANTO		TRUE	TRUE	TRUE	FALSE	TRUE	TRUE	BOTH	https://images.weserv.nl/?dpr=1.5&w=200&il&url=https://raw.githubusercontent.com/PokeMiners/pogo_assets/master/Images/Pokemon%20-%20256x256/pokemon_icon_141_00.png	165
180	142	Aerodactyl	ROCK	FLYING	KANTO		TRUE	TRUE	TRUE	FALSE	TRUE	TRUE	BOTH	https://images.weserv.nl/?dpr=1.5&w=200&il&url=https://raw.githubusercontent.com/PokeMiners/pogo_assets/master/Images/Pokemon%20-%20256x256/pokemon_icon_142_00.png	166
181	142	Aerodactyl: (Mega Aerodactyl)	ROCK	FLYING	KANTO	MEGA	FALSE	FALSE	TRUE	FALSE	TRUE	TRUE	BOTH		10000
182	143	Snorlax	NORMAL		KANTO		TRUE	TRUE	TRUE	FALSE	TRUE	TRUE	BOTH	https://images.weserv.nl/?dpr=1.5&w=200&il&url=https://raw.githubusercontent.com/PokeMiners/pogo_assets/master/Images/Pokemon%20-%20256x256/pokemon_icon_143_00.png	167
183	144	Articuno	ICE	FLYING	KANTO	LEGENDARY	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE	GENDERLESS	https://images.weserv.nl/?dpr=1.5&w=200&il&url=https://raw.githubusercontent.com/PokeMiners/pogo_assets/master/Images/Pokemon%20-%20256x256/pokemon_icon_144_00.png	168
184	144	Articuno: (Galarian)	FLYING	PSYCHIC	KANTO	GALAR	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE	GENDERLESS	https://images.weserv.nl/?dpr=1.5&w=200&il&url=https://raw.githubusercontent.com/PokeMiners/pogo_assets/master/Images/Pokemon%20-%20256x256/pokemon_icon_144_31.png	10000
185	145	Zapdos	ELECTRIC	FLYING	KANTO	LEGENDARY	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE	GENDERLESS	https://images.weserv.nl/?dpr=1.5&w=200&il&url=https://raw.githubusercontent.com/PokeMiners/pogo_assets/master/Images/Pokemon%20-%20256x256/pokemon_icon_145_00.png	169
186	145	Zapdos: (Galarian)	FLYING	FIGHTING	KANTO	GALAR	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE	GENDERLESS	https://images.weserv.nl/?dpr=1.5&w=200&il&url=https://raw.githubusercontent.com/PokeMiners/pogo_assets/master/Images/Pokemon%20-%20256x256/pokemon_icon_145_31.png	10000
187	146	Moltres	FIRE	FLYING	KANTO	LEGENDARY	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE	GENDERLESS	https://images.weserv.nl/?dpr=1.5&w=200&il&url=https://raw.githubusercontent.com/PokeMiners/pogo_assets/master/Images/Pokemon%20-%20256x256/pokemon_icon_146_00.png	170
188	146	Moltres: (Galarian)	FLYING	DARK	KANTO	GALAR	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE	GENDERLESS	https://images.weserv.nl/?dpr=1.5&w=200&il&url=https://raw.githubusercontent.com/PokeMiners/pogo_assets/master/Images/Pokemon%20-%20256x256/pokemon_icon_146_31.png	10000
189	147	Dratini	DRAGON		KANTO		TRUE	TRUE	TRUE	FALSE	TRUE	TRUE	BOTH	https://images.weserv.nl/?dpr=1.5&w=200&il&url=https://raw.githubusercontent.com/PokeMiners/pogo_assets/master/Images/Pokemon%20-%20256x256/pokemon_icon_147_00.png	171
190	148	Dragonair	DRAGON		KANTO		TRUE	TRUE	TRUE	FALSE	TRUE	TRUE	BOTH	https://images.weserv.nl/?dpr=1.5&w=200&il&url=https://raw.githubusercontent.com/PokeMiners/pogo_assets/master/Images/Pokemon%20-%20256x256/pokemon_icon_148_00.png	172
